-100.62,0.03304,0.0328,-0.00024
-100.46,0.03288,0.03288,0
-100.31,0.03312,0.03328,0.00016
-100.16,0.03296,0.03344,0.00048
-100.01,0.03296,0.03328,0.00032
-99.855,0.03304,0.03304,0
-99.702,0.03296,0.03312,0.00016
-99.55,0.0328,0.0332,0.0004
-99.398,0.03288,0.03344,0.00056
-99.245,0.03304,0.03336,0.00032
-99.093,0.0332,0.03296,-0.00024
-98.94,0.0332,0.03296,-0.00024
-98.788,0.03304,0.03296,-8e-05
-98.635,0.03304,0.03312,8e-05
-98.483,0.03328,0.0332,-8e-05
-98.33,0.0332,0.03328,8e-05
-98.178,0.03304,0.03312,8e-05
-98.026,0.03288,0.0332,0.00032
-97.873,0.0328,0.03328,0.00048
-97.721,0.0328,0.03336,0.00056
-97.568,0.03256,0.03336,0.0008
-97.416,0.03288,0.03336,0.00048
-97.263,0.03328,0.03312,-0.00016
-97.111,0.03304,0.03312,8e-05
-96.959,0.03272,0.03328,0.00056
-96.806,0.03264,0.03336,0.00072
-96.654,0.03296,0.0332,0.00024
-96.501,0.03312,0.03328,0.00016
-96.349,0.0328,0.0332,0.0004
-96.196,0.0324,0.03304,0.00064
-96.044,0.03264,0.03312,0.00048
-95.891,0.03288,0.0332,0.00032
-95.739,0.03296,0.03328,0.00032
-95.587,0.03272,0.0332,0.00048
-95.434,0.0328,0.03288,8e-05
-95.282,0.03304,0.03296,-8e-05
-95.129,0.03304,0.03312,8e-05
-94.977,0.03312,0.03312,0
-94.824,0.03312,0.03312,0
-94.672,0.03312,0.0332,8e-05
-94.52,0.03312,0.0332,8e-05
-94.367,0.03304,0.03328,0.00024
-94.215,0.03272,0.03312,0.0004
-94.062,0.03264,0.03312,0.00048
-93.91,0.03272,0.03328,0.00056
-93.757,0.03264,0.03344,0.0008
-93.605,0.0328,0.03344,0.00064
-93.452,0.03288,0.03328,0.0004
-93.3,0.03272,0.03296,0.00024
-93.148,0.03272,0.03312,0.0004
-92.995,0.03296,0.03312,0.00016
-92.843,0.0328,0.0328,0
-92.69,0.03256,0.03312,0.00056
-92.538,0.03272,0.03328,0.00056
-92.385,0.03288,0.03312,0.00024
-92.233,0.03288,0.03304,0.00016
-92.08,0.03272,0.0332,0.00048
-91.928,0.03264,0.03296,0.00032
-91.776,0.0328,0.03304,0.00024
-91.623,0.0328,0.03328,0.00048
-91.471,0.0328,0.0332,0.0004
-91.318,0.03288,0.03312,0.00024
-91.166,0.03288,0.03272,-0.00016
-91.013,0.0328,0.03312,0.00032
-90.861,0.03256,0.03304,0.00048
-90.709,0.03248,0.03296,0.00048
-90.556,0.03256,0.03288,0.00032
-90.404,0.03272,0.03296,0.00024
-90.251,0.03288,0.03312,0.00024
-90.099,0.03304,0.03336,0.00032
-89.946,0.03288,0.03312,0.00024
-89.794,0.03296,0.0328,-0.00016
-89.641,0.03296,0.03312,0.00016
-89.489,0.03256,0.03288,0.00032
-89.337,0.0324,0.03304,0.00064
-89.184,0.03264,0.03304,0.0004
-89.032,0.03272,0.0332,0.00048
-88.879,0.03256,0.03328,0.00072
-88.727,0.03288,0.0332,0.00032
-88.574,0.0328,0.03312,0.00032
-88.422,0.03256,0.03296,0.0004
-88.27,0.03264,0.03336,0.00072
-88.117,0.03256,0.03328,0.00072
-87.965,0.03232,0.03312,0.0008
-87.812,0.03232,0.03288,0.00056
-87.66,0.03248,0.03296,0.00048
-87.507,0.03296,0.0332,0.00024
-87.355,0.03296,0.03304,8e-05
-87.202,0.03256,0.03312,0.00056
-87.05,0.03232,0.03288,0.00056
-86.898,0.03264,0.03296,0.00032
-86.745,0.03296,0.0332,0.00024
-86.593,0.03312,0.03304,-8e-05
-86.44,0.0328,0.03304,0.00024
-86.288,0.03248,0.0332,0.00072
-86.135,0.03264,0.0332,0.00056
-85.983,0.0328,0.03288,8e-05
-85.83,0.03288,0.03288,0
-85.678,0.03224,0.0328,0.00056
-85.526,0.03176,0.0332,0.00144
-85.373,0.032,0.03336,0.00136
-85.221,0.03264,0.03288,0.00024
-85.068,0.03224,0.03264,0.0004
-84.916,0.03192,0.03288,0.00096
-84.763,0.03248,0.0328,0.00032
-84.611,0.0328,0.03248,-0.00032
-84.459,0.03272,0.03224,-0.00048
-84.306,0.03264,0.03264,0
-84.154,0.03272,0.03288,0.00016
-84.001,0.03288,0.03288,0
-83.849,0.0328,0.0328,0
-83.696,0.03256,0.03256,0
-83.544,0.032,0.0328,0.0008
-83.391,0.03224,0.03304,0.0008
-83.239,0.0328,0.03312,0.00032
-83.087,0.03272,0.03288,0.00016
-82.934,0.03216,0.03272,0.00056
-82.782,0.0324,0.03264,0.00024
-82.629,0.03288,0.03248,-0.0004
-82.477,0.03272,0.03256,-0.00016
-82.324,0.03248,0.03264,0.00016
-82.172,0.03264,0.03256,-8e-05
-82.02,0.03256,0.03248,-8e-05
-81.867,0.03248,0.03256,8e-05
-81.715,0.03224,0.0324,0.00016
