# gs_idx, es_idx, energy, intensity
3 3 -2.8881e-02 -3.0490e-05
3 4 -2.0042e-02 -1.2213e-07
3 11 2.4963e+00 -1.8814e-07
4 2 -4.7741e-02 -2.8552e-08
4 3 -3.8903e-02 -3.0493e-05
4 4 -3.0064e-02 -7.6119e-03
4 5 -2.1225e-02 -2.8590e-05
4 6 -1.2386e-02 -2.1424e-08
4 11 2.4863e+00 -1.7688e-07
4 12 2.4951e+00 -4.6978e-05
4 13 2.5040e+00 -1.6747e-07
5 4 -4.0085e-02 -1.0741e-07
5 5 -3.1246e-02 -2.8622e-05
5 6 -2.2407e-02 -8.5980e-08
5 13 2.4939e+00 -1.7667e-07
6 6 -3.2429e-02 -2.1483e-08
11 11 8.5765e-02 -1.6302e-07
12 4 -2.4406e+00 -2.1218e-07
12 11 7.5744e-02 -1.5337e-07
12 12 8.4585e-02 -4.0167e-05
12 13 9.3426e-02 -1.4380e-07
13 13 8.3405e-02 -1.5160e-07
1 0 -4.4194e-02 1.3546e-05
1 1 -3.5355e-02 7.7347e-03
1 2 -2.6516e-02 2.3191e-05
1 3 -1.7678e-02 2.1708e-08
1 8 2.4810e+00 7.8526e-08
1 9 2.4898e+00 4.7700e-05
1 10 2.4987e+00 1.3576e-07
9 0 -2.4547e+00 7.1741e-08
9 1 -2.4459e+00 4.0815e-05
9 2 -2.4371e+00 1.2401e-07
9 8 7.0445e-02 1.2905e-05
9 9 7.9286e-02 7.7296e-03
9 10 8.8126e-02 2.2092e-05
9 11 9.6967e-02 1.9715e-08
3 3 -3.7720e-02 -2.8557e-08
4 3 -4.7741e-02 -1.1453e-07
4 4 -3.8903e-02 -2.8590e-05
4 5 -3.0064e-02 -1.0739e-07
4 12 2.4863e+00 -1.7645e-07
5 3 -5.7763e-02 -2.8579e-08
5 4 -4.8924e-02 -2.8622e-05
5 5 -4.0085e-02 -7.6271e-03
5 6 -3.1246e-02 -2.2912e-05
5 7 -2.2407e-02 -1.0014e-08
5 12 2.4763e+00 -1.6606e-07
5 13 2.4851e+00 -4.7079e-05
5 14 2.4939e+00 -1.3423e-07
