# gs_idx, es_idx, energy, intensity
21 21 -5.1289e-02 -1.5617e-06
21 28 -4.2450e-02 -2.2109e-08
79 79 6.4536e-02 -6.0522e-07
0 0 -4.4194e-02 1.2101e-04
0 1 -3.5355e-02 4.2258e-07
0 64 2.4810e+00 7.4555e-07
64 0 -2.4547e+00 6.3801e-07
64 64 7.0435e-02 1.2092e-04
64 65 7.9276e-02 4.0258e-07
11 11 -4.8924e-02 -1.0573e-06
16 11 -5.8945e-02 -1.0548e-06
16 16 -5.0106e-02 -1.1629e-04
16 22 -4.1267e-02 -1.1707e-06
16 80 2.4751e+00 -7.1779e-07
22 16 -6.0127e-02 -1.1787e-08
22 22 -5.1289e-02 -1.1690e-06
22 29 -4.2450e-02 -1.2369e-08
80 80 6.4536e-02 -6.1362e-07
0 0 -4.4194e-02 1.2101e-04
0 1 -3.5355e-02 4.2258e-07
0 64 2.4810e+00 7.4555e-07
64 0 -2.4547e+00 6.3801e-07
64 64 7.0435e-02 1.2092e-04
64 65 7.9276e-02 4.0258e-07
12 12 -4.8924e-02 -7.1126e-07
17 12 -5.8945e-02 -7.0955e-07
17 17 -5.0106e-02 -1.1769e-04
17 23 -4.1267e-02 -8.2688e-07
17 81 2.4751e+00 -7.2623e-07
23 23 -5.1289e-02 -8.2572e-07
81 81 6.4536e-02 -6.2089e-07
0 0 -4.4194e-02 1.2101e-04
0 1 -3.5355e-02 4.2258e-07
0 64 2.4810e+00 7.4555e-07
64 0 -2.4547e+00 6.3801e-07
64 64 7.0435e-02 1.2092e-04
64 65 7.9276e-02 4.0258e-07
13 13 -4.8924e-02 -4.1802e-07
18 13 -5.8945e-02 -4.1702e-07
18 18 -5.0106e-02 -1.1888e-04
18 24 -4.1267e-02 -5.3557e-07
18 82 2.4751e+00 -7.3333e-07
24 24 -5.1289e-02 -5.3482e-07
82 82 6.4536e-02 -6.2701e-07
0 0 -4.4194e-02 1.2101e-04
0 1 -3.5355e-02 4.2258e-07
0 64 2.4810e+00 7.4555e-07
64 0 -2.4547e+00 6.3801e-07
64 64 7.0435e-02 1.2092e-04
64 65 7.9275e-02 4.0258e-07
14 14 -4.8924e-02 -1.8023e-07
19 14 -5.8945e-02 -1.7980e-07
19 19 -5.0106e-02 -1.1983e-04
19 25 -4.1267e-02 -2.9933e-07
19 83 2.4751e+00 -7.3905e-07
25 25 -5.1289e-02 -2.9891e-07
83 83 6.4536e-02 -6.3195e-07
0 0 -4.4194e-02 1.2101e-04
0 1 -3.5355e-02 4.2258e-07
0 64 2.4810e+00 7.4555e-07
64 0 -2.4547e+00 6.3801e-07
64 64 7.0435e-02 1.2092e-04
64 65 7.9275e-02 4.0258e-07
20 20 -5.0106e-02 -1.2055e-04
20 26 -4.1267e-02 -1.2027e-07
20 84 2.4751e+00 -7.4336e-07
26 26 -5.1289e-02 -1.2010e-07
84 84 6.4536e-02 -6.3567e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
15 10 -6.7784e-02 -1.9771e-08
15 15 -5.8945e-02 -1.5639e-06
15 21 -5.0106e-02 -2.1328e-08
21 15 -6.8966e-02 -1.5617e-06
21 21 -6.0127e-02 -1.1432e-04
21 28 -5.1289e-02 -1.6185e-06
21 85 2.4651e+00 -7.0612e-07
28 21 -7.0149e-02 -2.2918e-08
28 28 -6.1310e-02 -1.6178e-06
28 36 -5.2471e-02 -2.2915e-08
85 85 5.4517e-02 -6.0355e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
16 11 -6.7784e-02 -1.0618e-08
16 16 -5.8945e-02 -1.1707e-06
16 22 -5.0106e-02 -1.1785e-08
22 16 -6.8966e-02 -1.1690e-06
22 22 -6.0127e-02 -1.1594e-04
22 29 -5.1289e-02 -1.2267e-06
22 86 2.4651e+00 -7.1583e-07
29 22 -7.0149e-02 -1.2982e-08
29 29 -6.1310e-02 -1.2262e-06
29 37 -5.2471e-02 -1.2980e-08
86 86 5.4517e-02 -6.1192e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
17 17 -5.8945e-02 -8.2688e-07
23 17 -6.8966e-02 -8.2572e-07
23 23 -6.0127e-02 -1.1734e-04
23 30 -5.1289e-02 -8.8415e-07
23 87 2.4651e+00 -7.2425e-07
30 30 -6.1310e-02 -8.8380e-07
87 87 5.4517e-02 -6.1918e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
18 18 -5.8945e-02 -5.3557e-07
24 18 -6.8966e-02 -5.3482e-07
24 24 -6.0127e-02 -1.1852e-04
24 31 -5.1289e-02 -5.9387e-07
24 88 2.4651e+00 -7.3133e-07
31 31 -6.1310e-02 -5.9363e-07
88 88 5.4517e-02 -6.2529e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
19 19 -5.8945e-02 -2.9933e-07
25 19 -6.8966e-02 -2.9891e-07
25 25 -6.0127e-02 -1.1947e-04
25 32 -5.1289e-02 -3.5847e-07
25 89 2.4651e+00 -7.3704e-07
32 32 -6.1310e-02 -3.5832e-07
89 89 5.4517e-02 -6.3021e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
20 20 -5.8945e-02 -1.2027e-07
26 20 -6.8966e-02 -1.2010e-07
26 26 -6.0127e-02 -1.2019e-04
26 33 -5.1289e-02 -1.8004e-07
26 90 2.4651e+00 -7.4135e-07
33 33 -6.1310e-02 -1.7997e-07
90 90 5.4517e-02 -6.3392e-07
0 0 -5.3033e-02 1.2101e-04
0 1 -4.4194e-02 4.2258e-07
0 64 2.4721e+00 7.4555e-07
64 0 -2.4636e+00 6.3801e-07
