# gs_idx, es_idx, energy, intensity
16 16 -4.8924e-02 -1.7834e-06
16 48 2.4763e+00 -1.1007e-08
20 16 -5.8945e-02 -1.7853e-06
20 20 -5.0106e-02 -4.7575e-04
20 21 -4.8633e-02 -2.2525e-07
20 22 -4.8591e-02 -2.4574e-07
20 24 -4.1267e-02 -1.4292e-06
20 48 2.4662e+00 -1.0358e-08
20 52 2.4751e+00 -2.9366e-06
21 21 -5.0060e-02 -2.2525e-07
22 22 -5.0096e-02 -2.4574e-07
24 24 -5.1289e-02 -1.4322e-06
52 20 -2.4606e+00 -1.3267e-08
52 52 6.4545e-02 -2.5109e-06
0 0 -4.5668e-02 4.8439e-04
0 1 -4.4194e-02 2.2931e-07
0 2 -4.4152e-02 2.5021e-07
0 4 -3.6829e-02 8.4573e-07
0 32 2.4795e+00 2.9862e-06
32 0 -2.4562e+00 2.5557e-06
32 32 6.8970e-02 4.8400e-04
32 33 7.0443e-02 2.3462e-07
32 34 7.0487e-02 2.4414e-07
32 36 7.7811e-02 8.0563e-07
17 17 -5.0351e-02 -1.7834e-06
17 49 2.4748e+00 -1.1007e-08
20 20 -5.1580e-02 -2.2525e-07
21 17 -6.0373e-02 -1.7853e-06
21 20 -5.3007e-02 -2.2525e-07
21 21 -5.1534e-02 -4.7575e-04
21 23 -5.0018e-02 -2.4574e-07
21 25 -4.2695e-02 -1.4292e-06
21 49 2.4648e+00 -1.0358e-08
21 53 2.4737e+00 -2.9367e-06
23 23 -5.1524e-02 -2.4574e-07
25 25 -5.2716e-02 -1.4322e-06
53 21 -2.4621e+00 -1.3267e-08
53 53 6.3117e-02 -2.5109e-06
0 0 -4.5710e-02 4.8439e-04
0 1 -4.4236e-02 2.2931e-07
0 2 -4.4194e-02 2.5021e-07
0 4 -3.6871e-02 8.4573e-07
0 32 2.4795e+00 2.9862e-06
32 0 -2.4562e+00 2.5557e-06
32 32 6.8928e-02 4.8400e-04
32 33 7.0402e-02 2.3462e-07
32 34 7.0445e-02 2.4414e-07
32 36 7.7769e-02 8.0563e-07
18 18 -5.0429e-02 -1.7834e-06
18 50 2.4748e+00 -1.1006e-08
20 20 -5.1622e-02 -2.4574e-07
22 18 -6.0450e-02 -1.7853e-06
22 20 -5.3127e-02 -2.4574e-07
22 22 -5.1611e-02 -4.7575e-04
22 23 -5.0138e-02 -2.2525e-07
22 26 -4.2773e-02 -1.4292e-06
22 50 2.4647e+00 -1.0358e-08
22 54 2.4736e+00 -2.9366e-06
23 23 -5.1565e-02 -2.2525e-07
26 26 -5.2794e-02 -1.4322e-06
54 22 -2.4621e+00 -1.3266e-08
54 54 6.3041e-02 -2.5108e-06
0 0 -4.7183e-02 4.8439e-04
0 1 -4.5710e-02 2.2931e-07
0 2 -4.5668e-02 2.5021e-07
0 4 -3.8344e-02 8.4573e-07
0 32 2.4780e+00 2.9862e-06
32 0 -2.4577e+00 2.5557e-06
32 32 6.7455e-02 4.8400e-04
32 33 6.8928e-02 2.3462e-07
