# gs_idx, es_idx, energy, intensity
2 4 2.4090e+00 9.6506e-08
2 6 2.4105e+00 1.9156e-04
2 7 2.4120e+00 9.3191e-08
6 0 -2.5267e+00 8.4752e-08
6 2 -2.5252e+00 1.6395e-04
6 3 -2.5237e+00 7.7208e-08
6 4 -1.5164e-03 1.5651e-05
6 6 0.0000e+00 3.1028e-02
6 7 1.4731e-03 1.5043e-05
0 0 -1.1466e-01 -9.5946e-08
3 3 -1.1460e-01 -9.2779e-08
4 0 -2.5252e+00 -8.2113e-08
4 4 -1.1039e-05 -1.5539e-05
7 3 -2.5251e+00 -7.8919e-08
7 7 4.5546e-05 -1.4935e-05
2 0 -1.1764e-01 1.6041e-05
2 2 -1.1612e-01 3.1055e-02
2 3 -1.1465e-01 1.4703e-05
2 4 2.4075e+00 9.6506e-08
2 6 2.4091e+00 1.9156e-04
2 7 2.4105e+00 9.3191e-08
6 0 -2.5282e+00 8.4752e-08
6 2 -2.5267e+00 1.6395e-04
6 3 -2.5252e+00 7.7208e-08
6 4 -2.9895e-03 1.5651e-05
6 6 -1.4731e-03 3.1028e-02
6 7 0.0000e+00 1.5043e-05
1 1 -1.1609e-01 -9.5946e-08
3 1 -1.1759e-01 -9.8331e-08
3 2 -1.1755e-01 -9.0124e-08
3 3 -1.1608e-01 -1.9036e-04
3 7 2.4091e+00 -1.1742e-06
