# lower_burn_idx, upper_idx, energy, intensity
0 64 -7.8969e-02 2.4308e-04
0 64 -7.6852e-02 2.4308e-04
0 64 -7.6852e-02 2.4308e-04
0 64 -7.6852e-02 2.4308e-04
0 64 -7.4736e-02 2.4308e-04
0 64 -7.4736e-02 2.4308e-04
0 64 -7.4736e-02 2.4308e-04
0 64 -7.2619e-02 2.4308e-04
0 64 -6.8595e-02 2.4308e-04
0 64 -6.6478e-02 2.4308e-04
0 64 -6.6478e-02 2.4308e-04
0 64 -6.6478e-02 2.4308e-04
0 64 -6.4362e-02 2.4308e-04
0 64 -6.4362e-02 2.4308e-04
0 64 -6.4362e-02 2.4308e-04
0 64 -6.2245e-02 2.4308e-04
0 64 -5.8221e-02 2.4308e-04
0 64 -5.6104e-02 2.4308e-04
0 64 -5.6104e-02 2.4308e-04
0 64 -5.6104e-02 2.4308e-04
0 64 -5.3988e-02 2.4308e-04
0 64 -5.3988e-02 2.4308e-04
0 64 -5.3988e-02 2.4308e-04
0 64 -5.1871e-02 2.4308e-04
0 64 -4.7846e-02 2.4308e-04
0 64 -4.5730e-02 2.4308e-04
0 64 -4.5730e-02 2.4308e-04
0 64 -4.5730e-02 2.4308e-04
0 64 -4.3613e-02 2.4308e-04
0 64 -4.3613e-02 2.4308e-04
0 64 -4.3613e-02 2.4308e-04
0 64 -4.1497e-02 2.4308e-04
0 64 -3.7472e-02 2.4308e-04
0 64 -3.5356e-02 2.4308e-04
0 64 -3.5356e-02 2.4308e-04
0 64 -3.5356e-02 2.4308e-04
0 64 -3.3239e-02 2.4308e-04
0 64 -3.3239e-02 2.4308e-04
0 64 -3.3239e-02 2.4308e-04
0 64 -3.1123e-02 2.4308e-04
0 64 -2.7098e-02 2.4308e-04
0 64 -2.4981e-02 2.4308e-04
0 64 -2.4981e-02 2.4308e-04
0 64 -2.4981e-02 2.4308e-04
0 64 -2.2865e-02 2.4308e-04
0 64 -2.2865e-02 2.4308e-04
0 64 -2.2865e-02 2.4308e-04
0 64 -2.0748e-02 2.4308e-04
0 64 -1.6724e-02 2.4308e-04
0 64 -1.4607e-02 2.4308e-04
0 64 -1.4607e-02 2.4308e-04
0 64 -1.4607e-02 2.4308e-04
0 64 -1.2491e-02 2.4308e-04
0 64 -1.2491e-02 2.4308e-04
0 64 -1.2491e-02 2.4308e-04
0 64 -1.0374e-02 2.4308e-04
0 64 -6.3496e-03 2.4308e-04
0 64 -4.2331e-03 2.4308e-04
0 64 -4.2331e-03 2.4308e-04
0 64 -4.2331e-03 2.4308e-04
0 64 -2.1863e-03 -1.0190e-09
0 64 -2.1863e-03 -1.0200e-09
0 64 -2.1863e-03 -1.0205e-09
0 64 -2.1165e-03 2.4308e-04
0 64 -2.1165e-03 2.4308e-04
0 64 -2.1165e-03 2.4308e-04
0 64 -1.3947e-04 -4.0465e-08
0 64 -1.3947e-04 -1.0184e-09
0 64 -1.3947e-04 -1.3569e-07
0 64 -1.3947e-04 -1.0186e-09
0 64 -1.3947e-04 -7.9321e-08
0 64 -6.9736e-05 -3.0729e-05
0 64 -6.9736e-05 -7.9464e-08
0 64 -6.9736e-05 -7.9497e-08
0 64 -6.9736e-05 -7.0502e-07
0 64 -6.9736e-05 -7.1772e-05
0 64 -6.9736e-05 -7.0680e-07
0 64 -6.9736e-05 -2.6640e-07
0 64 -6.9736e-05 -2.6698e-07
0 64 -6.9736e-05 -3.8784e-05
0 64 0.0000e+00 2.4308e-04
0 64 1.9073e-03 -1.0213e-09
0 64 1.9771e-03 -7.9531e-08
0 64 1.9771e-03 -7.9515e-08
0 64 1.9771e-03 -7.9479e-08
0 64 1.9771e-03 -7.0540e-07
0 64 1.9771e-03 -7.0598e-07
0 64 1.9771e-03 -7.0665e-07
0 64 1.9771e-03 -2.6633e-07
0 64 1.9771e-03 -2.6684e-07
0 64 1.9771e-03 -2.6628e-07
0 64 2.0468e-03 -2.4210e-04
0 64 2.0468e-03 -2.4277e-04
0 64 2.0468e-03 -2.4226e-04
0 64 4.0239e-03 -7.9461e-08
0 64 4.0239e-03 -7.0500e-07
0 64 4.0239e-03 -2.6626e-07
0 64 4.0936e-03 -2.4203e-04
0 64 4.0936e-03 -2.4203e-04
0 64 4.0936e-03 -2.4203e-04
0 64 6.1404e-03 -2.4203e-04
0 64 9.0138e-03 -1.0183e-09
0 64 1.1061e-02 -1.0183e-09
0 64 1.1061e-02 -1.0183e-09
0 64 1.1061e-02 -1.0183e-09
0 64 1.1130e-02 -7.9461e-08
0 64 1.1130e-02 -7.0499e-07
0 64 1.1130e-02 -2.6626e-07
0 64 1.3107e-02 -1.0183e-09
