3.8445e+00,9.7366e-01,9.8578e-01,1.2120e-02
3.8431e+00,9.7187e-01,9.8547e-01,1.3602e-02
3.8416e+00,9.7296e-01,9.8499e-01,1.2033e-02
3.8402e+00,9.7283e-01,9.8486e-01,1.2033e-02
3.8387e+00,9.7357e-01,9.8368e-01,1.0115e-02
3.8372e+00,9.7261e-01,9.8495e-01,1.2338e-02
3.8358e+00,9.7318e-01,9.8421e-01,1.1030e-02
3.8343e+00,9.7318e-01,9.8438e-01,1.1204e-02
3.8328e+00,9.7313e-01,9.8586e-01,1.2730e-02
3.8314e+00,9.7387e-01,9.8569e-01,1.1815e-02
3.8299e+00,9.7313e-01,9.8521e-01,1.2076e-02
3.8285e+00,9.7235e-01,9.8578e-01,1.3428e-02
3.8270e+00,9.7309e-01,9.8473e-01,1.1640e-02
3.8255e+00,9.7401e-01,9.8556e-01,1.1553e-02
3.8241e+00,9.7396e-01,9.8756e-01,1.3602e-02
3.8226e+00,9.7379e-01,9.8586e-01,1.2076e-02
3.8212e+00,9.7475e-01,9.8704e-01,1.2294e-02
3.8197e+00,9.7361e-01,9.8634e-01,1.2730e-02
3.8182e+00,9.7270e-01,9.8617e-01,1.3472e-02
3.8168e+00,9.7488e-01,9.8608e-01,1.1204e-02
3.8153e+00,9.7335e-01,9.8722e-01,1.3864e-02
3.8138e+00,9.7418e-01,9.8691e-01,1.2730e-02
3.8124e+00,9.7339e-01,9.8704e-01,1.3646e-02
3.8109e+00,9.7318e-01,9.8630e-01,1.3123e-02
3.8095e+00,9.7379e-01,9.8617e-01,1.2382e-02
3.8080e+00,9.7222e-01,9.8604e-01,1.3820e-02
3.8065e+00,9.7178e-01,9.8599e-01,1.4213e-02
3.8051e+00,9.7309e-01,9.8578e-01,1.2687e-02
3.8036e+00,9.7366e-01,9.8595e-01,1.2294e-02
3.8022e+00,9.7226e-01,9.8756e-01,1.5303e-02
3.8007e+00,9.7305e-01,9.8604e-01,1.2992e-02
3.7992e+00,9.7165e-01,9.8608e-01,1.4431e-02
3.7978e+00,9.7344e-01,9.8608e-01,1.2643e-02
3.7963e+00,9.7318e-01,9.8630e-01,1.3123e-02
3.7948e+00,9.7209e-01,9.8608e-01,1.3995e-02
3.7934e+00,9.7239e-01,9.8634e-01,1.3951e-02
3.7919e+00,9.7235e-01,9.8626e-01,1.3908e-02
3.7905e+00,9.7060e-01,9.8613e-01,1.5521e-02
3.7890e+00,9.7257e-01,9.8586e-01,1.3297e-02
3.7875e+00,9.7244e-01,9.8626e-01,1.3820e-02
3.7861e+00,9.7239e-01,9.8674e-01,1.4343e-02
3.7846e+00,9.7178e-01,9.8595e-01,1.4169e-02
3.7832e+00,9.7318e-01,9.8678e-01,1.3602e-02
3.7817e+00,9.7278e-01,9.8669e-01,1.3908e-02
3.7802e+00,9.7274e-01,9.8722e-01,1.4474e-02
3.7788e+00,9.7257e-01,9.8617e-01,1.3602e-02
3.7773e+00,9.7261e-01,9.8687e-01,1.4256e-02
3.7759e+00,9.7209e-01,9.8674e-01,1.4649e-02
3.7744e+00,9.7200e-01,9.8722e-01,1.5215e-02
3.7729e+00,9.7339e-01,9.8704e-01,1.3646e-02
3.7715e+00,9.7196e-01,9.8800e-01,1.6044e-02
3.7700e+00,9.7396e-01,9.8861e-01,1.4649e-02
3.7685e+00,9.7222e-01,9.8783e-01,1.5608e-02
3.7671e+00,9.7374e-01,9.8752e-01,1.3777e-02
3.7656e+00,9.7161e-01,9.8735e-01,1.5739e-02
3.7642e+00,9.7222e-01,9.8730e-01,1.5085e-02
3.7627e+00,9.7204e-01,9.8826e-01,1.6218e-02
3.7612e+00,9.7226e-01,9.8783e-01,1.5564e-02
3.7598e+00,9.7265e-01,9.8822e-01,1.5564e-02
3.7583e+00,9.7130e-01,9.8713e-01,1.5826e-02
3.7569e+00,9.7148e-01,9.8626e-01,1.4779e-02
3.7554e+00,9.7305e-01,9.8735e-01,1.4300e-02
3.7539e+00,9.7121e-01,9.8708e-01,1.5869e-02
3.7525e+00,9.7265e-01,9.8717e-01,1.4518e-02
3.7510e+00,9.7196e-01,9.8695e-01,1.4997e-02
3.7495e+00,9.7252e-01,9.8817e-01,1.5651e-02
3.7481e+00,9.7318e-01,9.8839e-01,1.5215e-02
3.7466e+00,9.7230e-01,9.8931e-01,1.7003e-02
3.7452e+00,9.7357e-01,9.8852e-01,1.4954e-02
3.7437e+00,9.7204e-01,9.8878e-01,1.6741e-02
3.7422e+00,9.7274e-01,9.8996e-01,1.7221e-02
3.7408e+00,9.7457e-01,9.8913e-01,1.4561e-02
3.7393e+00,9.7143e-01,9.8791e-01,1.6480e-02
3.7379e+00,9.7217e-01,9.8909e-01,1.6916e-02
3.7364e+00,9.7165e-01,9.8900e-01,1.7352e-02
3.7349e+00,9.7174e-01,9.8870e-01,1.6959e-02
3.7335e+00,9.6965e-01,9.8870e-01,1.9052e-02
3.7320e+00,9.7183e-01,9.8935e-01,1.7526e-02
3.7305e+00,9.7126e-01,9.8913e-01,1.7875e-02
3.7291e+00,9.7091e-01,9.8878e-01,1.7875e-02
3.7276e+00,9.7326e-01,9.8926e-01,1.6000e-02
3.7262e+00,9.7108e-01,9.8726e-01,1.6175e-02
3.7247e+00,9.6995e-01,9.8874e-01,1.8790e-02
3.7232e+00,9.7074e-01,9.8844e-01,1.7700e-02
3.7218e+00,9.6886e-01,9.8887e-01,2.0011e-02
3.7203e+00,9.7078e-01,9.8896e-01,1.8180e-02
3.7189e+00,9.7121e-01,9.8857e-01,1.7352e-02
3.7174e+00,9.7034e-01,9.8953e-01,1.9183e-02
3.7159e+00,9.7056e-01,9.8939e-01,1.8834e-02
3.7145e+00,9.7008e-01,9.8874e-01,1.8660e-02
3.7130e+00,9.7169e-01,9.8935e-01,1.7657e-02
3.7115e+00,9.7026e-01,9.8804e-01,1.7788e-02
3.7101e+00,9.7034e-01,9.8905e-01,1.8703e-02
3.7086e+00,9.6986e-01,9.8913e-01,1.9270e-02
3.7072e+00,9.7026e-01,9.8813e-01,1.7875e-02
3.7057e+00,9.6947e-01,9.8865e-01,1.9183e-02
3.7042e+00,9.7013e-01,9.8953e-01,1.9401e-02
3.7028e+00,9.6995e-01,9.8935e-01,1.9401e-02
3.7013e+00,9.6904e-01,9.8926e-01,2.0229e-02
3.6999e+00,9.6860e-01,9.8835e-01,1.9750e-02
3.6984e+00,9.6816e-01,9.8874e-01,2.0578e-02
3.6969e+00,9.6921e-01,9.8769e-01,1.8485e-02
3.6955e+00,9.6795e-01,9.8861e-01,2.0665e-02
3.6940e+00,9.6716e-01,9.8848e-01,2.1319e-02
3.6925e+00,9.6760e-01,9.8900e-01,2.1406e-02
3.6911e+00,9.6751e-01,9.9048e-01,2.2976e-02
3.6896e+00,9.6768e-01,9.9031e-01,2.2627e-02
3.6882e+00,9.6738e-01,9.9144e-01,2.4066e-02
3.6867e+00,9.6777e-01,9.8896e-01,2.1188e-02
3.6852e+00,9.6834e-01,9.8857e-01,2.0229e-02
3.6838e+00,9.6598e-01,9.8926e-01,2.3281e-02
3.6823e+00,9.6799e-01,9.6380e-01,-4.1853e-03
3.6809e+00,9.6629e-01,9.6354e-01,-2.7466e-03
